title,price,year,brand,model,driveWheelConfiguration,vehicleTransmission,fuelType,mileageFromOdometer
"Ford F150 FX4, 2007, seulement 110 000km",7500.00,2007,Ford,F150 SuperCrew,4 roues motrices (4x4),Automatique,Essence,110 000
PT cruiser convertible,3495.00,2005,Chrysler,PT Cruiser,Roues motrices avant,Automatique,Essence,130 000
BMW 328i - xDrive - Luxury line - 64 500km - 2013,19500.00,2013,BMW,3-Series,4 roues motrices (4x4),Automatique,Essence,64 500
Rare - 2009 Mitsubishi Galant 3.8L V6 GT Sport Berline,4500.00,2009,Mitsubishi,Galant,Autre,Automatique,Essence,157 000
1992 Mercedes Benz 500 SEL,10000.00,1992,Mercedes-Benz,500-Series,Roues motrices arrière,Automatique,Essence,106 000
Auto Suzuki Grand Vitara,3200.00,2006,Suzuki,Grand Vitara,4 x 4,Automatique,Essence,159 000
Suzuki SX4 2007,3000.00,2007,Suzuki,SX4,4 roues motrices (4x4),Manuelle,Essence,185 000
2013 BMW X3 VUS,31000.00,2013,BMW,X3,4 roues motrices (4x4),Automatique,Essence,49 000
***** 2012 Scion TC ******,8500.00,2012,Scion,tC,Roues motrices avant,Manuelle,Essence,145 000
LEXUS IS 350 A VENDRE,33000.00,2014,Lexus,IS,4 roues motrices (4x4),Automatique,Essence,75
BELLE SUBARU LEGACY 2008 AUTOMATIQUE TOUTE ÉQUIPÉE -A-1- AUBAINE,3150.00,2008,Subaru,Legacy,4 x 4,Automatique,Essence,140 000
Acura 1.7 el 2002 à vendre pour vente rapide et tel quel,900.00,2002,Acura,EL,Roues motrices avant,Manuelle,Essence,306 000
Nissan Altima 2.5 SV 2013,14800.00,2013,Nissan,Altima,Autre,Automatique,Essence,15 000
Smart Fortwo 2013,5095.00,2013,Smart,Fortwo,Autre,Automatique,Essence,66 000
Pic-up gmc sierra 3500,12500.00,2004,GMC,Sierra 3500,4 roues motrices (4x4),Automatique,Diesel,297 000
Luxueuse BMW 328i 2009 automatique coupé 2 portes 118 000km,9395.00,2009,BMW,3-Series,Autre,Automatique,Essence,118 000
Hyundai Genesis 2013 2L TURBO Full Equip. Encore sous Garantie!!,17499.00,2013,Hyundai,Genesis Coupe,Roues motrices arrière,Manuelle,Essence,48 019
Aubaine auto,5995.00,2013,Ford,Focus,Roues motrices avant,Manuelle,Essence,73 000
2005 Toyota Highlander 133000 km4x4 tout equipper Camionnette,6600.00,2005,Toyota,Highlander,4 roues motrices (4x4),Automatique,Essence,133 000
Saturn ion 2006,800.00,2006,Saturn,ION,Roues motrices avant,Manuelle,Essence,185 000
** Aubaine ** Jetta 2.0l Trendline + 2013,5900.00,2013,Volkswagen,Jetta,Roues motrices avant,Automatique,Essence,164 134
Nissan 370Z décapotable. Bas kilométrage !,32000.00,2013,Nissan,370Z,Roues motrices arrière,Autre,Essence,32 700
2017 Honda crv touring 5000 km comme neuf,34499.00,2017,Honda,CR-V,4 roues motrices (4x4),Automatique,Essence,5 000
2007 BMW 530xi familiale/wagon 4x4,8995.00,2007,BMW,5-Series,4 roues motrices (4x4),Automatique,Essence,208 000
Mazda 3 2007 Hatchback,2200.00,2007,Mazda,Mazda3 Sport,Roues motrices avant,Manuelle,Essence,152 000
Auto a vendre,1500.00,1997,Honda,Civic,Roues motrices avant,Automatique,Essence,218
Rogue 2012 S AWD,10000.00,2012,Nissan,Rogue,Autre,Automatique,Essence,119 500
1997 Chevrolet 3500 Dually 59000 KMS,13500.00,1997,Chevrolet,C/K Pickup 3500,Roues motrices arrière,Automatique,Essence,59 319
2011  Malibu LS  205500 km $3999,3999.00,2011,Chevrolet,Malibu,Roues motrices avant,Automatique,Essence,205 500
"Mazda 3 Sport GS 2017, 4 400 Km, un seul propriétaire",19900.00,2017,Mazda,Mazda3 Sport,Roues motrices avant,Manuelle,Essence,4 400
Chevrolet Cobalt Sport 2008 A petit Budget,1995.00,2008,Chevrolet,Cobalt,Roues motrices avant,Manuelle,Essence,176 000
2011 jeep grand cherokee laredo,13999.00,2011,Jeep,Grand Cherokee,4 roues motrices (4x4),Automatique,Essence,158 000
BELLE CHEVROLET COBALT 2010 MANUELLE EN TRÈS BONNE CONDITION-,2250.00,2010,Chevrolet,Cobalt,Roues motrices avant,Manuelle,Essence,151 000
"2011 Kia Sorento VUS  LXV6 , Brun",7800.00,2011,Kia,Sorento,Roues motrices avant,Automatique,Essence,100 335
Honda CRV EX-L 2017 (Lease take over),202.00,2017,Honda,CR-V,4 roues motrices (4x4),Automatique,Essence,7 000
Toyota Corolla 2008,4100.00,2008,Toyota,Corolla,Roues motrices avant,Manuelle,Essence,115 328
2009 Dodge Caliber SXT 2.0 L -- automatique  67124 km,4800.00,2009,Dodge,Caliber,Roues motrices avant,Automatique,Essence,67 124
Chevrolet Aveo 2009 Automatic,2999.00,2009,Chevrolet,Aveo,Roues motrices avant,Automatique,Essence,162 000
Subaru Impreza WRX 2013,24995.00,2013,Subaru,WRX,4 x 4,Manuelle,Essence,72 000
Grand cherokee limited full load **GARANTIE UN AN**,5777.77,2005,Jeep,Grand Cherokee,4 roues motrices (4x4),Automatique,Essence,183 000
1989 Honda Prelude 4ws si,4999.00,1989,Honda,Prelude,Autre,Manuelle,Essence,217 000
camion F-150  4X4,4500.00,2000,Ford,F-150,4 x 4,Automatique,Essence,78 046
Prix révisé,7995.00,2011,Volkswagen,Tiguan,Autre,Automatique,Essence,179 500
Subaru Outback 2013 2.5i Co avec garantie prolongée (07-2020),15500.00,2013,Subaru,Outback,4 roues motrices (4x4),Automatique,Essence,113 000
2013 Honda crv exl tout equipee,13999.00,2013,Honda,CR-V,4 roues motrices (4x4),Automatique,Essence,139 000
Hyundai Elantra gl 2013,8999.00,2013,Hyundai,Elantra,Roues motrices avant,Automatique,Essence,83 000
auto et camion,3200.00,2002,Nissan,Maxima,Roues motrices avant,Automatique,Essence,173 000
suburban,2800.00,1995,Chevrolet,Suburban,4 x 4,Automatique,Diesel,255
Honda Civic 2006 manuel,2750.00,2006,Honda,Civic,Roues motrices avant,Manuelle,Essence,204 000
Ford ranger 1998 automatique,1800.00,1998,Ford,Ranger,Autre,Autre,Essence,147 000
Subaru Outback 2010 awd/ siège chauffant/ un seul propriétaire,5800.00,2010,Subaru,Outback,4 roues motrices (4x4),Automatique,Essence,241 000
Sentra SERV spec-v,5000.00,2008,Nissan,Sentra,Autre,Manuelle,Essence,110 000
Nissan Murano 2007,3500.00,2007,Nissan,Murano,Roues motrices avant,Automatique,Essence,190 000
Honda Civic 2006,3850.00,2006,Honda,Autre,Roues motrices avant,Automatique,Essence,151 000
2009 BMW 3-Series M Sports Pack Coupe (2 portes),9499.99,2009,BMW,3-Series,Roues motrices arrière,Automatique,Essence,164 000
Ford Focus  Wagon,1800.00,2005,Ford,Focus,Roues motrices avant,Manuelle,Essence,155 000
2002 Acura EL Touring Berline Sedan,1380.00,2002,Acura,EL,Roues motrices avant,Automatique,Essence,225 000
2012 Audi S5 4.2 FSI Quattro,21500.00,2012,Audi,S5,Autre,Manuelle,Essence,157 000
Lexus IS 250 2011 noir,14500.00,2011,Lexus,IS,4 roues motrices (4x4),Automatique,Essence,137 000
Crv 98 manuel,3250.00,1998,Honda,CR-V,4 x 4,Manuelle,Essence,241 000
Nissan Xterra 2003,1800.00,2003,Nissan,Xterra,4 x 4,Automatique,Essence,241 000
Honda Civic 2010  Excellente condition à vendre,7500.00,2010,Honda,Civic,Roues motrices avant,Automatique,Essence,76 000
2001 Toyota Celica GT,2900.00,2001,Toyota,Celica,Roues motrices avant,Automatique,Essence,192 500
Toyota rav4 limited 2013,22000.00,2013,Toyota,RAV4,4 roues motrices (4x4),Automatique,Essence,63 000
Nissan Pathfinder 2014 SL awd Cuir,22200.00,2014,Nissan,Pathfinder,Autre,Automatique,Essence,99 000
Volkswagen Cabrio 1995,1400.00,1995,Volkswagen,Cabrio,Roues motrices avant,Manuelle,Essence,212 600
Honda accord coup,8500.00,2008,Honda,Accord,Roues motrices avant,Automatique,Essence,140 000
Mustang 2009 V6 Convertible 130000KM,9995.00,2009,Ford,Mustang,Roues motrices arrière,Automatique,Essence,130 000
1999 plymouth neon expresso,1500.00,1999,Plymouth,Neon,Roues motrices avant,Manuelle,Essence,56 000
"2006 Ford F-150 SuperCrew XLT + 4 PORTES + 4X4 - 160,000km! NEGO",4999.99,2006,Ford,F-150,4 x 4,Automatique,Essence,160 000
Jeep Wrangler,16000.00,2011,Jeep,Wrangler,4 x 4,Manuelle,Essence,150 000
2009 BMW 3-Series M Sports Pack Coupe (2 portes),9499.99,2009,BMW,3-Series,Roues motrices arrière,Automatique,Essence,164 000
DODGE DART 2013,8500.00,2013,Dodge,Dart,Roues motrices avant,Automatique,Essence,66 000
Pontiac Vibe 2010 AWD,6800.00,2010,Pontiac,Vibe,4 roues motrices (4x4),Automatique,Essence,148 195
"Buick lesabre a 1999, 55 000 km!",650.00,1999,Buick,LeSabre,Roues motrices avant,Automatique,Essence,55 000
Chevrolet cavalier,1300.00,2003,Chevrolet,Cavalier,Roues motrices avant,Automatique,Essence,91 000
Chevrolet Silverado LT 2010,12200.00,2010,Chevrolet,Silverado 1500,4 x 4,Automatique,Essence,20 000
2010 Ford Mustang Premiuim V6 Pony Package,9100.00,2010,Ford,Mustang,Roues motrices arrière,Automatique,Essence,81 300
Ford Mustang 2007,8200.00,2007,Ford,Mustang,Roues motrices arrière,Automatique,Essence,143 000
2015 Nissan MICRA SR Berline,11500.00,2015,Nissan,MICRA,Autre,Autre,Essence,1 650
pontiac torrent 4x4 automatic un seul proprio de 60 a 70ans,2200.00,2007,Pontiac,Torrent,4 x 4,Automatique,Essence,230
2014 BMW X5 / Low Mileage / Fully Loaded / BEST DEAL in Canada!,41900.00,2014,BMW,X5,4 roues motrices (4x4),Automatique,Essence,39 800
honda civic 2001 pas de rouille,1100.00,2001,Honda,Civic,Roues motrices avant,Manuelle,Essence,261 500
2004 Ford F-150 xl Pickup Truck,4450.00,2004,Ford,F-150,4 x 4,Automatique,Essence,252 000
OCCASION UNIQUE,8500.00,2011,Ford,Fusion,4 roues motrices (4x4),Automatique,Essence,119 000
Acura tsx,5299.00,2005,Acura,TSX,Roues motrices avant,Automatique,Essence,173 000
Honda Accord EX.  44 800 km,8900.00,2008,Honda,Accord,Roues motrices avant,Automatique,Essence,44 800
TOYOTA COROLA 2003 AUTOMATIQUE,1200.00,2003,Toyota,Corolla,Roues motrices avant,Automatique,Essence,293 820
Mazda 3 super propre de 2007 2.3l 1970000kms,2500.00,2007,Mazda,Mazda3,Roues motrices avant,Manuelle,Essence,197 000
camion F-150  4X4,4500.00,2000,Ford,F-150,4 x 4,Automatique,Essence,78 046
2014 Subaru BRZ sport tech package,18950.00,2014,Subaru,BRZ,Roues motrices arrière,Automatique,Essence,62 000
HYUNDAI ELANTRA GT 2006,1200.00,2006,Hyundai,Elantra,Roues motrices avant,Manuelle,Essence,190 000
2008 Chrysler Sebring Limitée Conv 131000 KM!,6600.00,2008,Chrysler,Sebring,Autre,Automatique,Essence,131 000
BMW M4 F82 2018 LEASE TRANSFER/TRANSFERT DE BAIL,975.00,2018,BMW,4-Series,Roues motrices arrière,Automatique,Essence,1 800
EDGE TITANIUM 2017,306.31,2017,Ford,Edge,Autre,Automatique,Essence,10 500
"2003 Toyota Echo SUPER PROPRE, ECONOMIQUE, PAS CHER Berline",1600.00,2003,Toyota,Echo,Roues motrices avant,Manuelle,Essence,180 000
Honda civic 2008 hybrid-ac-mags,2900.00,2008,Honda,Civic,Roues motrices avant,Automatique,Essence,280 000
Subaru Legacy wagon 2006 2.5 manuelle,800.00,2006,Subaru,Legacy,4 roues motrices (4x4),Manuelle,Essence,296 000
2003 Montero XLS 4600$,4600.00,2003,Mitsubishi,Montero,4 x 4,Automatique,Essence,187 000
Golf R 2016,533.00,2016,Volkswagen,Golf,Autre,Manuelle,Essence,68 000
Toyota Corolla 2003 Berline,2800.00,2003,Toyota,Corolla,Roues motrices avant,Automatique,Essence,153 000
Cobalt Ls 2005 112.000kilo,1700.00,2005,Chevrolet,Cobalt,Roues motrices avant,Automatique,Essence,112 000
"2006 Pontiac Pursuit Toit Ouvrant, propre, economique Berline",2000.00,2006,Pontiac,Pursuit,Roues motrices avant,Automatique,Essence,159 000
Honda civic lx 2008 bon état,4550.00,2008,Honda,Civic,Roues motrices avant,Automatique,Essence,190 000
2016 Volvo V60 Cross country T5 Premier,36995.00,2016,Volvo,Autre,Autre,Automatique,Essence,36 000
BMW 435I Xdrive COUPE - 6MT Manuelle - COMME NEUVE! Bas mileage!,39900.00,2014,BMW,4-Series,4 roues motrices (4x4),Manuelle,Essence,16 000
"VENDU Jetta 2012, VW,  manuel 5 vitesses, en excelente condition",7200.00,2002,Volkswagen,Jetta,Roues motrices avant,Manuelle,Essence,105 000
Lincoln town car 2003 tres propre prix 2650$,2650.00,2003,Lincoln,Town Car,Roues motrices arrière,Automatique,Essence,535 000
Eclipse 2006 *clean* manuel,3250.00,2006,Mitsubishi,Eclipse,Roues motrices avant,Manuelle,Essence,171 000
Auto,2000.00,2007,Dodge,Caliber,Roues motrices avant,Manuelle,Essence,191 000
Honda Civic SI 1990,6500.00,1990,Honda,Civic,Autre,Manuelle,Essence,60 000
2007 Volkswagen Jetta 2.0 Litres Turbo,3500.00,2007,Volkswagen,Jetta,Roues motrices avant,Manuelle,Essence,232 945
Jetta 2013,11000.00,2013,Volkswagen,Jetta,Roues motrices avant,Automatique,Essence,70 000
Mazdaspeed6 2007,4000.00,2007,Mazda,MAZDASPEED6,4 roues motrices (4x4),Manuelle,Essence,45 000
Toyota Camry 2004,4500.00,2004,Toyota,Camry,Roues motrices avant,Automatique,Essence,122 000
Malibu Maxx LT V6 2006 *101000km*,2850.00,2006,Chevrolet,Malibu,Roues motrices avant,Automatique,Essence,101 000
Limousine strech a vendre 9 passager,7800.00,2000,Lincoln,Town Car,Roues motrices arrière,Automatique,Essence,234 000
PT cruiser convertible,3495.00,2005,Chrysler,PT Cruiser,Roues motrices avant,Automatique,Essence,130 000
2007  PONTIAC G5     COBALT   75000 KM   AUTOMATIQUE,3500.00,2007,Pontiac,G5,Roues motrices avant,Automatique,Essence,75 000
Jeep Wrangler,16000.00,2011,Jeep,Wrangler,4 x 4,Manuelle,Essence,150 000
2006 Toyota 4Runner Camionnette,12000.00,2006,Toyota,Tacoma,4 x 4,Manuelle,Essence,167 000
2007 Volkswagen Jetta 2.0 Litres Turbo,3500.00,2007,Volkswagen,Jetta,Roues motrices avant,Manuelle,Essence,232 945
Ford 350 super duty 6.4. Diesel 4x4,15500.00,2008,Ford,F-350,4 x 4,Autre,Diesel,192 000
Ford fiesta 2011,4750.00,2011,Ford,Fiesta,Roues motrices avant,Automatique,Essence,176 000
Mini Cooper S 2007 negociable,4900.00,2007,MINI,Mini Cooper S,Roues motrices avant,Manuelle,Essence,157 000
Toyota Yaris,13250.00,2016,Toyota,Yaris,Roues motrices avant,Automatique,Essence,4 730
2010 Honda civic 4500$$$,4500.00,2010,Honda,Civic,Roues motrices avant,Automatique,Essence,175 000
Pic-up gmc sierra 3500,12500.00,2004,GMC,Sierra 3500,4 roues motrices (4x4),Automatique,Diesel,297 000
1997 Chevrolet 3500 Dually 59000 KMS,13500.00,1997,Chevrolet,C/K Pickup 3500,Roues motrices arrière,Automatique,Essence,59 319
2004 Ferrari 360 Modena Spider F1,115000.00,2004,Ferrari,360,Roues motrices arrière,Autre,Essence,20 000
Mini John Cooper Works,399.00,2016,MINI,Autre,Roues motrices avant,Manuelle,Essence,10 550
Une Civic !  :),900.00,2003,Honda,Autre,Roues motrices avant,Automatique,Essence,373 600
Volkswagen jetta VR6 1999,550.00,1999,Volkswagen,Jetta,Roues motrices avant,Automatique,Essence,232 000
2008 Honda Civic toute équipé Berline,2000.00,2008,Honda,Civic,Roues motrices avant,Manuelle,Essence,207
"Cadillac CTS-V, 2004",14000.00,2004,Cadillac,CTS,Roues motrices arrière,Manuelle,Essence,191 000
Chevrolet Silverado 2500HD Diesel Duramax,8750.00,2007,Chevrolet,Silverado 2500,4 roues motrices (4x4),Automatique,Diesel,383 000
Scion Tc 2011 bas milage,9800.00,2011,Scion,tC,Roues motrices avant,Manuelle,Essence,75 000
350Z Roadster 2008,24000.00,2008,Nissan,350Z,Roues motrices arrière,Manuelle,Essence,56 600
2017 Honda HR-V LX  CVT,20950.00,2017,Honda,HR-V,Roues motrices avant,Automatique,Essence,52 000
Rare - 2009 Mitsubishi Galant 3.8L V6 GT Sport Berline,4500.00,2009,Mitsubishi,Galant,Autre,Automatique,Essence,157 000
Pic-up gmc sierra 3500,12500.00,2004,GMC,Sierra 3500,4 roues motrices (4x4),Automatique,Diesel,297 000
Jeep cherokee larado trailread  (((echange pickup)))),4800.00,2006,Jeep,Grand Cherokee,4 roues motrices (4x4),Automatique,Essence,185 000
2014 BMW X5 / Low Mileage / Fully Loaded / BEST DEAL in Canada!,41900.00,2014,BMW,X5,4 roues motrices (4x4),Automatique,Essence,39 800
2009 Honda Odyssey EX - 8 Passengers,5999.00,2009,Honda,Odyssey,Roues motrices avant,Automatique,Essence,262 000
Subaru Outback,6200.00,2008,Subaru,Outback,4 roues motrices (4x4),Automatique,Essence,107 500
Jeep Grand Cherokee Diesel 2008,12000.00,2008,Jeep,Grand Cherokee,4 roues motrices (4x4),Automatique,Diesel,170 000
2007 HONDA CIVIC COUPE,3700.00,2007,Honda,Civic,Roues motrices avant,Manuelle,Essence,146 000
Pontiac wave  2005  147000km,1395.00,2005,Pontiac,Wave,Roues motrices avant,Manuelle,Essence,147 000
Nissan Sentra 2004 Seulement 124000 kilomètres.,2000.00,2004,Nissan,Sentra,Autre,Automatique,Essence,127 000
Mercedes benz Modèle C250 2013,18000.00,2013,Mercedes-Benz,Autre,Autre,Automatique,Essence,55 220
Audi A4 2011 Quattro,14500.00,2011,Audi,A4,4 roues motrices (4x4),Automatique,Essence,99 000
2006 PONTIAC PURSUIT AUT/AC/GROUPE ÉLECTRIQUE,1395.00,2006,Pontiac,Pursuit,Roues motrices avant,Automatique,Essence,192 000
2004 Mazda RX-8 GT Coupé (2 portes),6000.00,2004,Mazda,RX-8,Roues motrices arrière,Manuelle,Essence,105 000
2002 Acura EL Touring Berline Sedan,1380.00,2002,Acura,EL,Roues motrices avant,Automatique,Essence,225 000
Ford Taurus X Limited AWD (Freestyle) 6 passagers,2750.00,2008,Ford,FreeStyle/Taurus X,4 roues motrices (4x4),Automatique,Essence,215 000
"2012 Subaru Impreza 2,0i  limited Berline - dernière chance",10900.00,2012,Subaru,Impreza,Autre,Manuelle,Essence,107 800
DODGE GRAND CARAVAN SE  2008,6500.00,2008,Dodge,Grand Caravan,Roues motrices avant,Automatique,Essence,135 000
Nissan Juke Turbo 2011 en excellente condition,12000.00,2011,Nissan,Juke,Roues motrices avant,Manuelle,Essence,80 800
"Jetta TDI 2004, seulement 181 000 km",3700.00,2004,Volkswagen,Jetta,Roues motrices avant,Manuelle,Diesel,181 000
Toyota Yaris,2800.00,2006,Toyota,Yaris,Roues motrices avant,Manuelle,Essence,170 000
2012 Nissan Rogue SV AWD ONLY 59000KM,13500.00,2012,Nissan,Rogue,4 roues motrices (4x4),Automatique,Essence,59 000
HYUNDAI ACCENT 2008 TRÈS PROPRE BIEN ÉQUIPÉE MÉCANIQUE PARFAITE,1999.00,2008,Hyundai,Accent,Roues motrices avant,Automatique,Essence,208 000
Kia Sorento - 2011 LX V6,9500.00,2011,Kia,Sorento,Roues motrices avant,Automatique,Essence,148 000
1996 Honda Civic cx Coupé (2 portes),2500.00,1996,Honda,Civic,Roues motrices avant,Automatique,Essence,121 000
2014 Nissan Sentra S Berline,9950.00,2014,Nissan,Sentra,Roues motrices avant,Automatique,Essence,32 150
"Subaru 4x4 parfait pour l'aventure, sport",1500.00,2002,Subaru,Legacy,4 x 4,Automatique,Essence,194 000
2010 Ford Escape XTL AWD,7800.00,2010,Ford,Escape,4 roues motrices (4x4),Automatique,Essence,95 886
NISSAN ALTIMA,1800.00,2003,Nissan,Altima,Roues motrices avant,Automatique,Essence,114 000
Honda civic 2004,1995.00,2004,Honda,Civic,Roues motrices avant,Automatique,Essence,211 000
Sprinter Mercedes-Benz 2013,24900.00,2013,Mercedes-Benz,Sprinter Van,Autre,Automatique,Diesel,147 237
2008 Chrysler Sebring Limitée Conv 131000 KM!,6600.00,2008,Chrysler,Sebring,Autre,Automatique,Essence,131 000
Jeep 2012 Wrangler Sahara,24500.00,2012,Jeep,Wrangler,4 x 4,Automatique,Essence,145 000
Pic-up gmc sierra 3500,12500.00,2004,GMC,Sierra 3500,4 roues motrices (4x4),Automatique,Diesel,297 000
Honda Civic 2001 Négociable,1150.00,2001,Honda,Civic,Roues motrices avant,Automatique,Essence,254 900
Honda Ridgeline lx 2008,10500.00,2008,Honda,Ridgeline,4 roues motrices (4x4),Automatique,Essence,186 000
Chrysler 200 2016 | 6500KM,18995.00,2016,Chrysler,Autre,Roues motrices avant,Automatique,Essence,6 500
NISSAN ALTIMA,1800.00,2003,Nissan,Altima,Roues motrices avant,Automatique,Essence,114 000
Volvo V70,6000.00,2006,Volvo,V70,4 roues motrices (4x4),Automatique,Essence,168 000
Beautiful 2002 Mitsubishi Eclipse Coupe,3999.00,2002,Mitsubishi,Eclipse,Roues motrices avant,Manuelle,Essence,114 000
2017 Acura MDX Ensemble Navigation VUS,741.01,2017,Acura,MDX,Autre,Automatique,Essence,53 500
Chrysler 200 2016 ~ 6500km,18995.00,2016,Chrysler,Autre,Roues motrices avant,Automatique,Essence,6 500
Honda prelude,6000.00,1998,Honda,Prelude,Roues motrices avant,Manuelle,Essence,180 000
Toyota echo 2004,1595.00,2004,Toyota,Echo,Roues motrices avant,Manuelle,Essence,265 000
BELLE AFFAIRE - HONDA CIVIC 2008,2300.00,2008,Honda,Civic,Roues motrices avant,Manuelle,Essence,295 000
2009 BMW 3-Series M Sports Pack Coupe (2 portes),9499.99,2009,BMW,3-Series,Roues motrices arrière,Automatique,Essence,164 000
MAZDA 6 SPORT WAGON,4995.00,2006,Mazda,Mazda6,Roues motrices avant,Automatique,Essence,79 990
1997 Chevrolet 3500 Dually 59000 KMS,13500.00,1997,Chevrolet,C/K Pickup 3500,Roues motrices arrière,Automatique,Essence,59 319
Mazda MX-5 2012 Miata Spécial édition,22000.00,2012,Mazda,MX-5 Miata,Roues motrices arrière,Manuelle,Essence,48 800
KIA FORTE KOUP 2011 !!,3995.00,2011,Kia,Forte,Roues motrices avant,Manuelle,Essence,217 000
mustang gt 1999,6000.00,1999,Ford,GT,Roues motrices arrière,Manuelle,Essence,97 000
Hyundai accent 2009,3500.00,2009,Hyundai,Accent,Autre,Autre,Essence,140 000
gmc jimmy 2005 4x4,2000.00,2005,GMC,Jimmy,4 x 4,Automatique,Essence,185 000
Mazda Miata MX-5 2007 toit rigide,12750.00,2007,Mazda,MX-5 Miata,Roues motrices arrière,Manuelle,Essence,108 750
2009 Nissan Altima 2.5 SL Sedan,4900.00,2009,Nissan,Altima,Roues motrices avant,Automatique,Essence,141 000
FIAT 500 2dr HB Lounge 2012  - Laval,5000.00,2012,Fiat,500,Roues motrices avant,Manuelle,Essence,157 000
Chevrolet malibu max 2004,700.00,2004,Chevrolet,Malibu,Roues motrices avant,Automatique,Essence,245 000
2006 Toyota Yaris Autre,3800.00,2006,Toyota,Yaris,Roues motrices avant,Manuelle,Essence,141 000
2007  PONTIAC G5     COBALT   75000 KM   AUTOMATIQUE,3500.00,2007,Pontiac,G5,Roues motrices avant,Automatique,Essence,75 000
camion F-150  4X4,4500.00,2000,Ford,F-150,4 x 4,Automatique,Essence,78 046
Jeep Wrangler,16000.00,2011,Jeep,Wrangler,4 x 4,Manuelle,Essence,150 000
NISSAN VERSA 2009 hatchback 1.8,2995.00,2009,Nissan,Versa,Roues motrices avant,Manuelle,Essence,171 000
Kia Rio 2009 automatique toute équipée À/C  3600,3600.00,2009,Kia,Rio,Roues motrices avant,Automatique,Essence,144 000
I'm Selling My 2007 Nissan Sentra - Cheap Price!,1300.00,2007,Nissan,Sentra,Roues motrices avant,Automatique,Essence,155 130
Hyundai Accent 2009,1800.00,2009,Hyundai,Accent,Roues motrices avant,Manuelle,Essence,119 000
BUICK ENCLAVE 2008 taxes inclus,10400.00,2008,Buick,Enclave,Roues motrices avant,Automatique,Essence,188 000
Toyota matrix 2006 excellente état,3100.00,2006,Toyota,Matrix,Roues motrices avant,Manuelle,Essence,189 000
2017 Kia Sorento LX Turbo,32000.00,2017,Kia,Sorento,4 roues motrices (4x4),Automatique,Essence,24 000
TOYOTA COROLLA 2017,18500.00,2017,Toyota,Corolla,Roues motrices avant,Automatique,Essence,14 900
"Lexus is300 2003 ""495WHP"" turbo",18000.00,2003,Lexus,IS,Roues motrices arrière,Manuelle,Essence,214 000
Mazda MX-5,16900.00,2010,Mazda,MX-5 Miata,Roues motrices avant,Automatique,Essence,58 000
DODGE JOURNEY CREW 2013 FULL EQUIP. 1 SEUL PROPRIO,10800.00,2013,Dodge,Journey,Roues motrices avant,Automatique,Essence,114 000
COROLLA 2017,18500.00,2017,Toyota,Corolla,Roues motrices avant,Automatique,Essence,14 900
Rare - 2009 Mitsubishi Galant 3.8L V6 GT Sport Berline,4500.00,2009,Mitsubishi,Galant,Autre,Automatique,Essence,157 000
honda accord 2005 (123317 km),4300.00,2005,Honda,Accord,Roues motrices avant,Automatique,Essence,123 317
Audi A3 2.0 Technik 2015 - lease transfer,640.00,2015,Audi,A3,4 roues motrices (4x4),Automatique,Essence,40 000
Chrysler 300 HDMI 5.7,12500.00,2005,Chrysler,Autre,Roues motrices arrière,Automatique,Essence,125 000
1997 Chevrolet 3500 Dually 59000 KMS,13500.00,1997,Chevrolet,C/K Pickup 3500,Roues motrices arrière,Automatique,Essence,59 319
I'm Selling My 2007 Nissan Sentra - Cheap Price!,1300.00,2007,Nissan,Sentra,Roues motrices avant,Automatique,Essence,155 130
Ford 350 Sully 4x4 super duty 2008 près pour fiftweel,15500.00,2008,Ford,Autre,Autre,Autre,Diesel,192 000
Nissan Altima 2007 SL. à vendre!,2800.00,2007,Nissan,Armada,4 roues motrices (4x4),Automatique,Essence,224 600
**Low km 2005 Saab 9-3 Sedan very clean,4495.00,2005,Saab,9-3,Roues motrices avant,Automatique,Essence,95 899
Mazda mx5,15900.00,2010,Mazda,MX-5 Miata,Roues motrices arrière,Automatique,Essence,98 000
2016 Range Rover Sport Diesel (35000 KLM),71900.00,2016,Land Rover,Range Rover Sport,4 roues motrices (4x4),Automatique,Diesel,35 000
Mazda 5 GT - 2008,2000.00,2008,Mazda,Mazda5,Roues motrices avant,Automatique,Essence,222 780
camionnette diesel,5900.00,1984,Nissan,Autre,Roues motrices arrière,Manuelle,Diesel,232 000
nissan 350 z  2006 a vendre,12500.00,2006,Nissan,350Z,Roues motrices arrière,Manuelle,Essence,125 000
1992 Toyota Supra 1JZ MSX Diff souder et plus,7000.00,1992,Toyota,Supra,Roues motrices arrière,Manuelle,Essence,111 111
Hyundai Genesis 2013 2L TURBO Full Equip. Encore sous Garantie!!,17499.00,2013,Hyundai,Genesis Coupe,Roues motrices arrière,Manuelle,Essence,48 019
2012 Jeep Patriot North Edition VUS,8900.00,2012,Jeep,Patriot,4 roues motrices (4x4),Manuelle,Essence,120 100
2002 Acura EL Touring Berline Sedan,1380.00,2002,Acura,EL,Roues motrices avant,Automatique,Essence,225 000
NISSAN 350Z Roadster 2008,24000.00,2008,Nissan,350Z,Roues motrices arrière,Manuelle,Essence,56 600
BMW Z4 noire 69 000 km Parfaite condition à voir!,17500.00,2004,BMW,Z4,Roues motrices arrière,Automatique,Essence,69 000
Ford Escape 2009 XLT  Très bonne affaire !!!!!!,2800.00,2009,Ford,Escape,Roues motrices avant,Automatique,Essence,219 000
